C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_08_436.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_08_436.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_08_436.jpg, 0, 0, 0, 7.862052E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_08_537.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_08_537.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_08_537.jpg, 0, 0, 0, 7.851395E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_08_639.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_08_639.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_08_639.jpg, 0, 0, 0, 7.964564E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_08_743.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_08_743.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_08_743.jpg, 0, 0, 0, 7.891157E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_08_847.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_08_847.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_08_847.jpg, 0, 0, 0, 7.817458E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_08_950.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_08_950.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_08_950.jpg, 0, 0, 0, 7.825236E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_09_053.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_09_053.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_09_053.jpg, 0, 0, 0, 7.813385E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_09_157.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_09_157.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_09_157.jpg, 0, 0, 0, 8.080869E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_09_259.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_09_259.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_09_259.jpg, 0, 0, 0, 7.869808E-05
C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\center_2019_10_08_18_58_09_364.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\left_2019_10_08_18_58_09_364.jpg, C:\Users\ABHISHEK HEGDE\Desktop\Data\IMG\right_2019_10_08_18_58_09_364.jpg, 0, 0, 0, 8.079251E-05
